race_name,distance_km,elevation_gain,elevation_loss,race_date,race_url,source_file,bib,name,country,age,sex,category,club,utmb_profile_url,utmb_index,rank_scratch,rank_sex,rank_category,race_time,race_time_seconds,is_finisher,status,utmb_score
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1013,Fredrik ERIKSSON,SE,48,H,45-49M,IK Akele / Hoka,https://utmb.world/runner/1630485.fredrik.eriksson,707.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1007,Isak BERGSET,NO,33,H,20-34M,Vj shoes Norway,https://utmb.world/runner/5473524.isak.bergset,797.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1015,Marcus ENGEBRETSEN,NO,30,H,20-34M,,https://utmb.world/runner/4656070.marcus.engebretsen,699.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1010,Henri ANSIO,FI,40,H,40-44M,,https://utmb.world/runner/310366.henri.ansio,757.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1018,Asmund Sunde VALSETH,NO,37,H,35-39M,,https://utmb.world/runner/5467640.asmundsunde.valseth,682.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1021,Jonatan ANDERSSON,SE,37,H,35-39M,Röjdyk IF,https://utmb.world/runner/5066287.jonatan.andersson,678.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1024,Liv RICHTER MELBY,NO,37,F,35-39W,Team Salomon Norway,https://utmb.world/runner/676426.liv.richtermelby,663.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1027,Espen MYKLEBUST,NO,34,H,20-34M,Bamford 1869,https://utmb.world/runner/4484156.espen.myklebust,656.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1029,Simon JOHNSSON,SE,40,H,40-44M,Båstad-Hov,https://utmb.world/runner/4253070.simon.johnsson,653.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1034,Pierre SAULET,FR,28,H,20-34M,,https://utmb.world/runner/4987368.pierre.saulet,640.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1033,Ellinor ERICSSON,SE,36,F,35-39W,IFK Mora,https://utmb.world/runner/6460414.ellinor.ericsson,649.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1041,André DU RIETZ,SE,33,H,20-34M,Trail and Error,https://utmb.world/runner/6434693.andre.durietz,612.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1046,Hedwig HAAS,SE,29,F,20-34W,OK Linné,https://utmb.world/runner/1578353.hedwig.haas,610.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1047,Erik BACKMAN,SE,31,H,20-34M,,https://utmb.world/runner/5059005.erik.backman,609.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1057,Antoine BRZOSTOWSKI,FR,32,H,20-34M,,https://utmb.world/runner/467041.antoine.brzostowski,592.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1075,Patrik MÅRTENSSON,SE,50,H,50-54M,Team Blekinge,https://utmb.world/runner/4416364.patrik.martensson,575.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1097,Örjan ÅHLÉN,SE,45,H,45-49M,Linesmen adventure team,https://utmb.world/runner/5484364.orjan.ahlen,551.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1108,Cristian VARGAS,CL,45,H,45-49M,,https://utmb.world/runner/2988769.cristian.vargas,539.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1111,Ian STITES,US,27,H,20-34M,Pocatello Running Club,https://utmb.world/runner/4276323.ian.stites,537.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1112,Amy RAMSDEN-YOUNG,GB,37,F,35-39W,Hyde Park Harriers,https://utmb.world/runner/4615190.amy.ramsdenyoung,535.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1110,Jan Arild SVELLO,NO,38,H,35-39M,Nøsen Cowboys,https://utmb.world/runner/4762012.janarild.svello,537.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1113,Martin BÖRJESSON,SE,48,H,45-49M,Team Salomon,https://utmb.world/runner/696485.martin.borjesson,535.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1122,Jonathan HALSNE,NO,27,H,20-34M,Halsnøy grendalag,https://utmb.world/runner/5354996.jonathan.halsne,530.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1121,Enrico HEINOWSKY,DE,46,H,45-49M,Sisu Berlin,https://utmb.world/runner/5804478.enrico.heinowsky,531.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1124,Martin TEN SIETHOFF,SE,45,H,45-49M,,https://utmb.world/runner/5470765.martin.tensiethoff,529.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1118,Linda HALLBERG,SE,44,F,40-44W,Team Bergspring,https://utmb.world/runner/1858379.linda.hallberg,533.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1125,Birgitte STENSENG,NO,33,F,20-34W,,https://utmb.world/runner/6546895.birgitte.stenseng,529.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1127,Lina PAULSSON,SE,37,F,35-39W,,https://utmb.world/runner/2292419.lina.paulsson,528.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1144,Pontus CHARLEVILLE,SE,54,H,50-54M,Edsåsdalen,https://utmb.world/runner/1634589.pontus.charleville,516.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1145,Andreas RUDOLFSSON,SE,41,H,40-44M,Hestra SSK,https://utmb.world/runner/4823740.andreas.rudolfsson,516.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1150,Olof IVARSSON,SE,35,H,35-39M,OK Linné,https://utmb.world/runner/6828137.olof.haas,513.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1156,Ronny SCHNEIDER,SE,56,H,55-59M,Team Kroppslabbet,https://utmb.world/runner/5439886.ronny.schneider,507.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1159,Michael GULLANDER,SE,46,H,45-49M,Action&Trend OCR,https://utmb.world/runner/4416486.michael.gullander,506.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1168,François LE MOIGNE,FR,29,H,20-34M,,https://utmb.world/runner/6551196.francois.lemoigne,502.0,,,,13:23:08,48188.0,True,d,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1174,Erik ERIKSSON,SE,41,H,40-44M,STEN & BETONG,https://utmb.world/runner/4611297.erik.eriksson,499.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1176,Adrian CAMILLERI,MT,52,H,50-54M,Green Fox Runners,https://utmb.world/runner/4052424.adrian.camilleri,497.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1181,Peter Durand SKOTTRUP,DK,50,H,50-54M,,https://utmb.world/runner/1340729.peterdurand.skottrup,492.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1188,Adam LEISMARK,SE,59,H,55-59M,200 QRZN,https://utmb.world/runner/4193791.adam.leismark,487.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1191,Erik LEO,SE,50,H,50-54M,Malmö Gerillalöpare,https://utmb.world/runner/1209589.erik.leo,488.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1195,Gintaras BRAZAUSKAS,LT,52,H,50-54M,,https://utmb.world/runner/4778974.gintaras.brazauskas,483.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1209,Johan ELVERMAHR,SE,47,H,45-49M,Gudö SK,https://utmb.world/runner/1355793.johan.elvermahr,478.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1211,Emelie JOHANSSON,SE,34,F,20-34W,Runners Club Helsingborg,https://utmb.world/runner/5073311.emelie.johansson,477.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1216,Erik ØYE,NO,38,H,35-39M,,https://utmb.world/runner/4762022.erik.oye,475.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1221,Rolf MEYER,DE,52,H,50-54M,MEGA-Buddy‘s,https://utmb.world/runner/5058425.rolf.meyer,473.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1228,Daniel LUNDBERG,SE,49,H,45-49M,,https://utmb.world/runner/1652049.daniel.lundberg,468.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1231,Stanislav MANTACH,NO,35,H,35-39M,,https://utmb.world/runner/5205820.stanislav.mantach,466.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1238,Kenneth LILJA,SE,57,H,55-59M,Team Kungälv,https://utmb.world/runner/508466.lilja.kenneth,462.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1241,Jonathan ERIKSSON,SE,38,H,35-39M,,https://utmb.world/runner/6770541.jonathan.eriksson,510.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1257,Ailsa BARCLAY,GB,52,F,50-54W,New Levels Run Club,https://utmb.world/runner/4654962.ailsa.barclay,453.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1266,Janne AHONEN,FI,47,H,45-49M,K3,https://utmb.world/runner/905639.janne.ahonen,450.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1271,Arvid JOHANSSON,SE,34,H,20-34M,,https://utmb.world/runner/1630617.arvid.johansson,447.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1277,Jesper BOGREN,SE,42,H,40-44M,,https://utmb.world/runner/4823540.jesper.bogren,442.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1281,Dick STADA,NL,62,H,60-64M,,https://utmb.world/runner/4194282.dick.stada,441.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1284,Rikard ANDSKÄR,SE,39,H,35-39M,Rikard,https://utmb.world/runner/5409252.rikard.andskar,439.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1286,Anonymous,AN,55,H,55-59M,,,,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1291,Andrea BERGGREN,SE,37,F,35-39W,,https://utmb.world/runner/1858131.andrea.berggren,457.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1290,Erik OHLSON,SE,38,H,35-39M,Springpojkarna,https://utmb.world/runner/4682362.erik.ohlson,436.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1296,Anna BENGTSSON,SE,43,F,40-44W,Pace on earth,https://utmb.world/runner/4823810.anna.bengtsson,435.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1293,Emma SVEDENSTEDT,SE,50,F,50-54W,Emma,https://utmb.world/runner/2292091.emma.svedenstedt,435.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1300,Tobias KRANTZ,SE,48,H,45-49M,,https://utmb.world/runner/4824234.tobias.krantz,433.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1303,Edoardo MINOLA,IT,35,H,35-39M,,https://utmb.world/runner/6117771.edoardo.minola,431.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1305,Martin SVENSSON,SE,48,H,45-49M,,https://utmb.world/runner/6052632.martin.svensson,427.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1306,Anonymous,AN,52,H,50-54M,,,,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1311,Kevin LAGENDIJK,NL,37,H,35-39M,,https://utmb.world/runner/4878717.kevin.lagendijk,426.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1316,Mikael ERIKSSON,SE,55,H,55-59M,,https://utmb.world/runner/5476280.mikael.eriksson,423.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1314,Fabien PAVAGEAU,FR,46,H,45-49M,,https://utmb.world/runner/6770639.fabien.pavageau,424.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1320,Jimmy HJÄRPE,SE,39,H,35-39M,,https://utmb.world/runner/6460874.jimmy.hjarpe,421.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1331,Kim IVERSEN,NO,34,H,20-34M,NEVR2L8,https://utmb.world/runner/5833259.kim.iversen,416.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1334,Susanne ØGREID,NO,38,F,35-39W,Dale fjelløpere,https://utmb.world/runner/6071874.susanne.ogreid,414.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1348,Sara NIELSEN,SE,46,F,45-49W,,https://utmb.world/runner/3278143.sara.nielsen,406.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1351,Anton HOLM,SE,37,H,35-39M,,https://utmb.world/runner/4301539.anton.holm,404.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1353,Ruixin WANG,CN,33,H,20-34M,,https://utmb.world/runner/5156818.ruixin.wang,403.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1360,Samuel CARROLL,AU,47,H,45-49M,,https://utmb.world/runner/4674415.samuel.carroll,394.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1366,Andrea BUITRAGO,SE,38,F,35-39W,Pace on earth,https://utmb.world/runner/5233768.andrea.buitrago,391.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1385,Huihua CHEN,CN,42,F,40-44W,IEST,https://utmb.world/runner/4837846.huihua.chen,374.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1382,David EGAN,GB,56,H,55-59M,,https://utmb.world/runner/149152.david.egan,377.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1393,Daniel WASOWSKI,SE,43,H,40-44M,,https://utmb.world/runner/5479660.daniel.wasowski,365.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1390,Niall COULTER,IE,43,H,40-44M,,https://utmb.world/runner/6134660.niall.coulter,370.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1395,María Alejandra FERNANDEZ,AR,56,F,55-59W,Correrayuda,https://utmb.world/runner/594753.mariaalejandra.fernandez,363.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1401,Ulf STENSSON,SE,46,H,45-49M,Karlshamn Ocr,https://utmb.world/runner/4416502.ulf.stensson,360.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1400,Peter LIFF,SE,42,H,40-44M,IK Stern,https://utmb.world/runner/1036607.peter.liff,362.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1399,Marcelo Eduardo REMENTERIA,AR,59,H,55-59M,Correrayuda,https://utmb.world/runner/383992.marceloeduardo.rementeria,363.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1407,Michael FISCHER,DK,65,H,65-69M,,https://utmb.world/runner/435722.michael.fischer,359.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1419,Markus LINDBLAD,SE,39,H,35-39M,,https://utmb.world/runner/6461358.markus.lindblad,344.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1422,Andreas FLORIN,SE,37,H,35-39M,,https://utmb.world/runner/5742015.andreas.florin,340.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1425,Gustav ANDERSSON,SE,33,H,20-34M,,https://utmb.world/runner/5742175.gustav.andersson,338.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1429,Alexander PALM,SE,36,H,35-39M,,https://utmb.world/runner/1619517.alexander.palm,333.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1434,Jörgen HANSSON,SE,63,H,60-64M,Team Arduua,https://utmb.world/runner/5120208.jorgen.hansson,324.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1439,Aidan MULLAN,IE,48,H,45-49M,,https://utmb.world/runner/2170959.aidan.mullan,294.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1437,Hana NENDL,HR,38,F,35-39W,,https://utmb.world/runner/5685313.hana.nendl,314.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1441,Nils JANGSELL,SE,37,H,35-39M,711.komp,https://utmb.world/runner/5778489.nils.jangsell,275.0,,,,00:00:00,0.0,False,np,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1444,Erik BJERKE,NO,37,H,35-39M,,https://utmb.world/runner/6923529.erik.bjerke,,,,,00:00:00,0.0,False,np,
